
=== strategy=seu-us  seed=0  missing_rate=0.2 ===
 Round  #Remaining        Mean         Min         Max    #Pos
  1635        1779    -0.05120    -2.07804     0.00000       0
  1636        1778    -0.06055    -2.50691     0.00000       0
  1637        1777    -0.06880    -2.80659     0.00000       0
  1638        1776    -0.07278    -2.46108     0.00000       0
  1639        1775    -0.08995    -2.74829     0.00000       0
  1640        1774    -0.06483    -2.45767     0.00000       0
  1641        1773    -0.06492    -2.74793     0.00000       0
  1642        1772    -0.09462    -2.80659     0.00000       0
  1643        1771    -0.07448    -2.62136     0.00000       0
  1644        1770    -0.06716    -2.50688     0.00000       0
  1645        1769    -0.09847    -2.68879     0.00000       0
  1646        1768    -0.06868    -2.68750     0.00000       0
  1647        1767    -0.08011    -2.80658     0.00000       0
  1648        1766    -0.07083    -2.80657     0.00000       0
  1649        1765    -0.09014    -2.63161     0.00000       0
  1650        1764    -0.08159    -2.63161     0.00000       0
  1651        1763    -0.09380    -2.80657     0.00000       0
  1652        1762    -0.08462    -2.80657     0.00000       0
  1653        1761    -0.07401    -2.01113     0.00000       0
  1654        1760    -0.06828    -2.07025     0.00000       0
  1655        1759    -0.07201    -2.46118     0.00000       0
  1656        1758    -0.09369    -2.68400     0.00000       0
  1657        1757    -0.07906    -2.80658     0.00000       0
  1658        1756    -0.04226    -1.63344     0.00000       0
  1659        1755    -0.11544    -2.79223     0.00000       0
  1660        1754    -0.07418    -2.80658     0.00000       0
  1661        1753    -0.08132    -2.50675     0.00000       0
  1662        1752    -0.06490    -2.50675     0.00000       0
  1663        1751    -0.07606    -2.46401     0.00000       0
  1664        1750    -0.09942    -2.79224     0.00000       0
  1665        1749    -0.08850    -2.46372     0.00000       0
  1666        1748    -0.10486    -2.75139     0.00000       0
  1667        1747    -0.06585    -2.31264     0.00000       0
  1668        1746    -0.09280    -2.69286     0.00000       0
  1669        1745    -0.09623    -2.63129     0.00000       0
  1670        1744    -0.03812    -1.40834     0.00000       0
  1671        1743    -0.07132    -2.31153     0.00000       0
  1672        1742    -0.09309    -2.79225     0.00000       0
  1673        1741    -0.10010    -2.50688     0.00000       0
  1674        1740    -0.09853    -2.79224     0.00000       0
  1675        1739    -0.05342    -1.93447     0.00000       0
  1676        1738    -0.09393    -2.81591     0.00000       0
  1677        1737    -0.06931    -2.09508     0.00000       0
  1678        1736    -0.07620    -2.69034     0.00000       0
  1679        1735    -0.06701    -2.46559     0.00000       0
  1680        1734    -0.10704    -2.81591     0.00000       0
  1681        1733    -0.10324    -2.64137     0.00000       0
  1682        1732    -0.07120    -2.09411     0.00000       0
  1683        1731    -0.10672    -2.31043     0.00000       0
  1684        1730    -0.06181    -2.02965     0.00000       0
  1685        1729    -0.10501    -2.82523     0.00000       0
  1686        1728    -0.10302    -2.77471     0.00000       0
  1687        1727    -0.10655    -2.82522     0.00000       0
  1688        1726    -0.06829    -2.46393     0.00000       0
  1689        1725    -0.08175    -2.79224     0.00000       0
  1690        1724    -0.10100    -2.82881     0.00000       0
  1691        1723    -0.06710    -2.34025     0.00000       0
  1692        1722    -0.05593    -2.82881     0.00000       0
  1693        1721    -0.09139    -2.79225     0.00000       0
  1694        1720    -0.06472    -2.82881     0.00000       0
  1695        1719    -0.09055    -2.77817     0.00000       0
  1696        1718    -0.08856    -2.82880     0.00000       0
  1697        1717    -0.10620    -2.77786     0.00000       0
  1698        1716    -0.08313    -2.46657     0.00000       0
  1699        1715    -0.05985    -2.07660     0.00000       0
  1700        1714    -0.07166    -2.46395     0.00000       0
  1701        1713    -0.08854    -2.77539     0.00000       0
  1702        1712    -0.08468    -2.46546     0.00000       0
  1703        1711    -0.12084    -2.65095     0.00000       0
  1704        1710    -0.09782    -2.34262     0.00000       0
  1705        1709    -0.07976    -2.79226     0.00000       0
  1706        1708    -0.10770    -2.65099     0.00000       0
  1707        1707    -0.06895    -2.79226     0.00000       0
  1708        1706    -0.05558    -2.77789     0.00000       0
  1709        1705    -0.08485    -2.67760     0.00000       0
  1710        1704    -0.08229    -2.65093     0.00000       0
  1711        1703    -0.07749    -2.50660     0.00000       0
  1712        1702    -0.06226    -2.79225     0.00000       0
  1713        1701    -0.06574    -2.78047     0.00000       0
  1714        1700    -0.07641    -2.32562     0.00000       0
  1715        1699    -0.09974    -2.79225     0.00000       0
  1716        1698    -0.10073    -2.83241     0.00000       0
  1717        1697    -0.09707    -2.84157     0.00000       0
  1718        1696    -0.10117    -2.84162     0.00000       0
  1719        1695    -0.07510    -2.13507     0.00000       0
  1720        1694    -0.10732    -2.79227     0.00000       0
  1721        1693    -0.06702    -2.45076     0.00000       0
  1722        1692    -0.06744    -2.85077     0.00000       0
  1723        1691    -0.07796    -2.48976     0.00000       0
  1724        1690    -0.09351    -2.67208     0.00000       0
  1725        1689    -0.07223    -2.48976     0.00000       0
  1726        1688    -0.09197    -2.48976     0.00000       0
  1727        1687    -0.05571    -2.32602     0.00000       0
  1728        1686    -0.09785    -2.85078     0.00000       0
  1729        1685    -0.09161    -2.79839     0.00000       0
  1730        1684    -0.06436    -2.02766     0.00000       0
  1731        1683    -0.09395    -2.79827     0.00000       0
  1732        1682    -0.09840    -2.79845     0.00000       0
  1733        1681    -0.11336    -2.79865     0.00000       0
  1734        1680    -0.07167    -2.13507     0.00000       0
  1735        1679    -0.07808    -2.65129     0.00000       0
  1736        1678    -0.07571    -2.85078     0.00000       0
  1737        1677    -0.11065    -2.85078     0.00000       0
  1738        1676    -0.08714    -2.85078     0.00000       0
  1739        1675    -0.07678    -2.48944     0.00000       0
  1740        1674    -0.08193    -2.85078     0.00000       0
  1741        1673    -0.11572    -2.79230     0.00000       0
  1742        1672    -0.09525    -2.48946     0.00000       0
  1743        1671    -0.07077    -2.32813     0.00000       0
  1744        1670    -0.08564    -2.79230     0.00000       0
  1745        1669    -0.11344    -2.85077     0.00000       0
  1746        1668    -0.11162    -2.79827     0.00000       0
  1747        1667    -0.12216    -2.65138     0.00000       0
  1748        1666    -0.08120    -2.33889     0.00000       0
  1749        1665    -0.09373    -2.85077     0.00000       0
  1750        1664    -0.07977    -2.68229     0.00000       0
  1751        1663    -0.09997    -2.85077     0.00000       0
  1752        1662    -0.09640    -2.85077     0.00000       0
  1753        1661    -0.11591    -2.47176     0.00000       0
  1754        1660    -0.08677    -2.79231     0.00000       0
  1755        1659    -0.07194    -2.85076     0.00000       0
  1756        1658    -0.07836    -2.34234     0.00000       0
  1757        1657    -0.09350    -2.65147     0.00000       0
  1758        1656    -0.07933    -2.11337     0.00000       0
  1759        1655    -0.07939    -2.85076     0.00000       0
  1760        1654    -0.10886    -2.67309     0.00000       0
  1761        1653    -0.09077    -2.79807     0.00000       0
  1762        1652    -0.09393    -2.85076     0.00000       0
  1763        1651    -0.08672    -2.85077     0.00000       0
  1764        1650    -0.10023    -2.48929     0.00000       0
  1765        1649    -0.09275    -2.65127     0.00000       0
  1766        1648    -0.11587    -2.85076     0.00000       0
  1767        1647    -0.08431    -2.79639     0.00000       0
  1768        1646    -0.07806    -2.65115     0.00000       0
  1769        1645    -0.09893    -2.50130     0.00000       0
  1770        1644    -0.10524    -2.68192     0.00000       0
  1771        1643    -0.06363    -2.65109     0.00000       0
  1772        1642    -0.06268    -2.47173     0.00000       0
  1773        1641    -0.08124    -2.13507     0.00000       0
  1774        1640    -0.10076    -2.85077     0.00000       0
  1775        1639    -0.08807    -2.03453     0.00000       1
  1776        1638    -0.06381    -2.79228     0.00000       0
  1777        1637    -0.08312    -2.35239     0.00000       0
  1778        1636    -0.06857    -2.35242     0.00000       0
  1779        1635    -0.08893    -2.13247     0.00000       0
  1780        1634    -0.08139    -2.47174     0.00000       0
  1781        1633    -0.07217    -2.79228     0.00000       0
  1782        1632    -0.11366    -2.69065     0.00000       0
  1783        1631    -0.07288    -2.50130     0.00000       0
  1784        1630    -0.07157    -2.85359     0.00000       0
  1785        1629    -0.07876    -2.13247     0.00000       0
  1786        1628    -0.08527    -2.68645     0.00000       0
  1787        1627    -0.11525    -2.85359     0.00000       0
  1788        1626    -0.08830    -2.85358     0.00000       1
  1789        1625    -0.08162    -2.68585     0.00000       0
  1790        1624    -0.09175    -2.35268     0.00000       0
  1791        1623    -0.06607    -2.65145     0.00000       0
  1792        1622    -0.06757    -1.64587     0.00000       0
  1793        1621    -0.11925    -2.80169     0.00000       0
  1794        1620    -0.06499    -2.51213     0.00000       0
  1795        1619    -0.07329    -2.68454     0.00000       0
  1796        1618    -0.07400    -2.80210     0.00000       0
  1797        1617    -0.10392    -2.80210     0.00000       0
  1798        1616    -0.05923    -2.80003     0.00000       0
  1799        1615    -0.10118    -2.85357     0.00000       0
  1800        1614    -0.10354    -2.80210     0.00000       0
  1801        1613    -0.09408    -2.85356     0.00000       0
  1802        1612    -0.08228    -2.85356     0.00000       0
  1803        1611    -0.09531    -2.65137     0.00000       0
  1804        1610    -0.09365    -2.51209     0.00000       0
  1805        1609    -0.06388    -2.79977     0.00000       0
  1806        1608    -0.09046    -2.79977     0.00000       0
  1807        1607    -0.07123    -2.68363     0.00000       0
  1808        1606    -0.11700    -2.80278     0.00000       0
  1809        1605    -0.08619    -2.47949     0.00000       0
  1810        1604    -0.09942    -2.47949     0.00000       0
  1811        1603    -0.10994    -2.85696     0.00000       1
  1812        1602    -0.07710    -2.68169     0.00000       0
  1813        1601    -0.10012    -2.85697     0.00000       0
  1814        1600    -0.10620    -2.80352     0.00000       0
  1815        1599    -0.07000    -2.13944     0.00000       0
  1816        1598    -0.11520    -2.80908     0.00000       0
  1817        1597    -0.10109    -2.33767     0.00000       0
  1818        1596    -0.08375    -2.69741     0.00000       0
  1819        1595    -0.10360    -2.65138     0.00000       0
  1820        1594    -0.13487    -2.80908     0.00000       0
  1821        1593    -0.08597    -2.85696     0.00000       0
  1822        1592    -0.08275    -2.85696     0.00000       0
  1823        1591    -0.10263    -2.80077     0.00000       0
  1824        1590    -0.06594    -2.49132     0.00000       0
  1825        1589    -0.13378    -2.69230     0.00000       0
  1826        1588    -0.11349    -2.85696     0.00000       0
  1827        1587    -0.06882    -2.80908     0.00000       0
  1828        1586    -0.09286    -2.80046     0.00000       0
  1829        1585    -0.03935    -1.39492     0.00000       0
  1830        1584    -0.06563    -2.80067     0.00000       0
  1831        1583    -0.11028    -2.85697     0.00000       0
  1832        1582    -0.07229    -2.80908     0.00000       0
  1833        1581    -0.09865    -2.65168     0.00000       0
  1834        1580    -0.07544    -2.51605     0.00000       0
  1835        1579    -0.11349    -2.65171     0.00000       0
  1836        1578    -0.08059    -2.85698     0.00000       0
  1837        1577    -0.09035    -2.65177     0.00000       0
  1838        1576    -0.07397    -1.75387     0.00000       0
  1839        1575    -0.09113    -2.80020     0.00000       0
  1840        1574    -0.09218    -2.80908     0.00000       0
  1841        1573    -0.09377    -2.49133     0.00000       0
  1842        1572    -0.05712    -2.49133     0.00000       0
  1843        1571    -0.07546    -2.79970     0.00000       0
  1844        1570    -0.07479    -2.85702     0.00000       0
  1845        1569    -0.10705    -2.65178     0.00000       0
  1846        1568    -0.08822    -2.80909     0.00000       0
  1847        1567    -0.10385    -2.79977     0.00000       0
  1848        1566    -0.10900    -2.85700     0.00000       0
  1849        1565    -0.09503    -2.85700     0.00000       0
  1850        1564    -0.09169    -2.70422     0.00000       0
  1851        1563    -0.07509    -2.49133     0.00000       0
  1852        1562    -0.08907    -2.80909     0.00000       0
  1853        1561    -0.06458    -2.37232     0.00000       0
  1854        1560    -0.10762    -2.85701     0.00000       0
  1855        1559    -0.10470    -2.14339     0.00000       0
  1856        1558    -0.07880    -2.70523     0.00000       0
  1857        1557    -0.10927    -2.47264     0.00000       0
  1858        1556    -0.12313    -2.85701     0.00000       0
  1859        1555    -0.10420    -2.80908     0.00000       0
  1860        1554    -0.10729    -2.51592     0.00000       0
  1861        1553    -0.09845    -2.80908     0.00000       0
  1862        1552    -0.09245    -2.79903     0.00000       0
  1863        1551    -0.11328    -2.49132     0.00000       0
  1864        1550    -0.08804    -2.79903     0.00000       0
  1865        1549    -0.09268    -2.66170     0.00000       0
  1866        1548    -0.05640    -2.70484     0.00000       0
  1867        1547    -0.12357    -2.37222     0.00000       0
  1868        1546    -0.10519    -2.49132     0.00000       0
  1869        1545    -0.11149    -2.85703     0.00000       0
  1870        1544    -0.09822    -2.70430     0.00000       0
  1871        1543    -0.08921    -2.66185     0.00000       0
  1872        1542    -0.11250    -2.85705     0.00000       0
  1873        1541    -0.07491    -2.80297     0.00000       0
  1874        1540    -0.09519    -2.66177     0.00000       0
  1875        1539    -0.09229    -2.81846     0.00000       0
  1876        1538    -0.09915    -2.85704     0.00000       0
  1877        1537    -0.11658    -2.70445     0.00000       0
  1878        1536    -0.08955    -2.81847     0.00000       0
  1879        1535    -0.06924    -2.03092     0.00000       0
  1880        1534    -0.13635    -2.49133     0.00000       0
  1881        1533    -0.09749    -2.37112     0.00000       0
  1882        1532    -0.10759    -2.85703     0.00000       0
  1883        1531    -0.07311    -1.98920     0.00000       0
  1884        1530    -0.10435    -2.66178     0.00000       0
  1885        1529    -0.09167    -2.81846     0.00000       0
  1886        1528    -0.09700    -2.85705     0.00000       0
  1887        1527    -0.12406    -2.85705     0.00000       0
  1888        1526    -0.11073    -2.81846     0.00000       0
  1889        1525    -0.07847    -2.49132     0.00000       0
  1890        1524    -0.09362    -2.51608     0.00000       0
  1891        1523    -0.07025    -2.06588     0.00000       0
  1892        1522    -0.09227    -2.15162     0.00000       0
  1893        1521    -0.08905    -2.37219     0.00000       0
  1894        1520    -0.09239    -2.68450     0.00000       0
  1895        1519    -0.09977    -2.66168     0.00000       0
  1896        1518    -0.07449    -2.09533     0.00000       0
  1897        1517    -0.09283    -2.81230     0.00000       0
  1898        1516    -0.11621    -2.66168     0.00000       0
  1899        1515    -0.08638    -2.86622     0.00000       0
  1900        1514    -0.10299    -2.66168     0.00000       0
  1901        1513    -0.08431    -2.15180     0.00000       0
  1902        1512    -0.09492    -2.81846     0.00000       0
  1903        1511    -0.09444    -2.47304     0.00000       0
  1904        1510    -0.10769    -2.81846     0.00000       0
  1905        1509    -0.13162    -2.86623     0.00000       0
  1906        1508    -0.10135    -2.51633     0.00000       0
  1907        1507    -0.07787    -2.15155     0.00000       0
  1908        1506    -0.10891    -2.37027     0.00000       0
  1909        1505    -0.08754    -2.81845     0.00000       0
  1910        1504    -0.10116    -2.47343     0.00000       0
  1911        1503    -0.07339    -2.13986     0.00000       0
  1912        1502    -0.11108    -2.86624     0.00000       0
  1913        1501    -0.11074    -2.86624     0.00000       0
  1914        1500    -0.06208    -2.49132     0.00000       0
  1915        1499    -0.10999    -2.81129     0.00000       0
  1916        1498    -0.05489    -2.07533     0.00000       0
  1917        1497    -0.12416    -2.80997     0.00000       0
  1918        1496    -0.08168    -2.86980     0.00000       0
  1919        1495    -0.09141    -2.51631     0.00000       0
  1920        1494    -0.07228    -2.81292     0.00000       0
  1921        1493    -0.08908    -2.87318     0.00000       0
  1922        1492    -0.12174    -2.46969     0.00000       0
  1923        1491    -0.09324    -2.15214     0.00000       0
  1924        1490    -0.07642    -2.09599     0.00000       0
  1925        1489    -0.11712    -2.87318     0.00000       0
  1926        1488    -0.07644    -2.87318     0.00000       0
  1927        1487    -0.08993    -2.70071     0.00000       0
  1928        1486    -0.08294    -2.37017     0.00000       0
  1929        1485    -0.10044    -2.81122     0.00000       0
  1930        1484    -0.11063    -2.87317     0.00000       0
  1931        1483    -0.11930    -2.87317     0.00000       0
  1932        1482    -0.09878    -2.49130     0.00000       0
  1933        1481    -0.09857    -2.69719     0.00000       0
  1934        1480    -0.08709    -2.87316     0.00000       0
  1935        1479    -0.09030    -2.47148     0.00000       0
  1936        1478    -0.12484    -2.87315     0.00000       0
  1937        1477    -0.15252    -2.87315     0.00000       0
  1938        1476    -0.09803    -2.87315     0.00000       0
  1939        1475    -0.11962    -2.83112     0.00000       0
  1940        1474    -0.11443    -2.87317     0.00000       0
  1941        1473    -0.13395    -2.66469     0.00000       0
  1942        1472    -0.08398    -2.16815     0.00000       0
  1943        1471    -0.08346    -2.87317     0.00000       0
  1944        1470    -0.06963    -2.34959     0.00000       0
  1945        1469    -0.07373    -2.51654     0.00000       0
  1946        1468    -0.09811    -2.87316     0.00000       0
  1947        1467    -0.05538    -1.94510     0.00000       0
  1948        1466    -0.11261    -2.87315     0.00000       0
  1949        1465    -0.10732    -2.87315     0.00000       0
  1950        1464    -0.04858    -2.16821     0.00000       0
  1951        1463    -0.11520    -2.83111     0.00000       0
  1952        1462    -0.09183    -2.49130     0.00000       0
  1953        1461    -0.11774    -2.83111     0.00000       0
  1954        1460    -0.08585    -2.49130     0.00000       0
  1955        1459    -0.11381    -2.81528     0.00000       0
  1956        1458    -0.08090    -2.03593     0.00000       0
  1957        1457    -0.04413    -2.37017     0.00000       0
  1958        1456    -0.06454    -2.35520     0.00000       1
  1959        1455    -0.07280    -2.83110     0.00000       0
  1960        1454    -0.11391    -2.83110     0.00000       0
  1961        1453    -0.09426    -2.67052     0.00000       0
  1962        1452    -0.09264    -2.50306     0.00000       0
  1963        1451    -0.10862    -2.51655     0.00000       0
  1964        1450    -0.10293    -2.87315     0.00000       0
  1965        1449    -0.08904    -2.16884     0.00000       0
  1966        1448    -0.14636    -2.87315     0.00000       1
  1967        1447    -0.07567    -2.46873     0.00000       0
  1968        1446    -0.13295    -2.87315     0.00000       0
  1969        1445    -0.10072    -2.81553     0.00000       0
  1970        1444    -0.09235    -2.83110     0.00000       0
  1971        1443    -0.09927    -2.66834     0.00000       0
  1972        1442    -0.09771    -2.87313     0.00000       0
  1973        1441    -0.08921    -2.81844     0.00000       0
  1974        1440    -0.07742    -2.83109     0.00000       0
  1975        1439    -0.11105    -2.81863     0.00000       0
  1976        1438    -0.07088    -2.66816     0.00000       0
  1977        1437    -0.09337    -2.66810     0.00000       0
  1978        1436    -0.09269    -2.50307     0.00000       0
  1979        1435    -0.13173    -2.87315     0.00000       0
  1980        1434    -0.10930    -2.87315     0.00000       0
  1981        1433    -0.11202    -2.81956     0.00000       1
  1982        1432    -0.13050    -2.83110     0.00000       0
  1983        1431    -0.14208    -2.82854     0.00000       0
  1984        1430    -0.08711    -2.82821     0.00000       0
  1985        1429    -0.13923    -2.83110     0.00000       0
  1986        1428    -0.11416    -2.88229     0.00000       0
  1987        1427    -0.15182    -2.83110     0.00000       0
  1988        1426    -0.11125    -2.37649     0.00000       0
  1989        1425    -0.09588    -2.68288     0.00000       0
  1990        1424    -0.10555    -2.52380     0.00000       0
  1991        1423    -0.08397    -2.66800     0.00000       0
  1992        1422    -0.11099    -2.16871     0.00000       0
  1993        1421    -0.09731    -2.68311     0.00000       0
  1994        1420    -0.13494    -2.83110     0.00000       0
  1995        1419    -0.11463    -2.83109     0.00000       0
  1996        1418    -0.12428    -2.88230     0.00000       0
  1997        1417    -0.11330    -2.68241     0.00000       0
  1998        1416    -0.09344    -2.68241     0.00000       0
  1999        1415    -0.13057    -2.88233     0.00000       0
  2000        1414    -0.12369    -2.67500     0.00000       0
  2001        1413    -0.11998    -2.83113     0.00000       0
  2002        1412    -0.12283    -2.88234     0.00000       0
  2003        1411    -0.09539    -2.66779     0.00000       0
  2004        1410    -0.07253    -2.88233     0.00000       0
  2005        1409    -0.10203    -2.53801     0.00000       1
  2006        1408    -0.10554    -2.50310     0.00000       0
  2007        1407    -0.10226    -2.66776     0.00000       0
  2008        1406    -0.11530    -2.88234     0.00000       0
  2009        1405    -0.15652    -2.82683     0.00000       0
  2010        1404    -0.11905    -2.50310     0.00000       0
  2011        1403    -0.11883    -2.83113     0.00000       0
  2012        1402    -0.09736    -2.88234     0.00000       0
  2013        1401    -0.11769    -2.82702     0.00000       0
  2014        1400    -0.10323    -2.83048     0.00000       0
  2015        1399    -0.10282    -2.83015     0.00000       0
  2016        1398    -0.11812    -2.67885     0.00000       0
  2017        1397    -0.09831    -2.89458     0.00000       0
  2018        1396    -0.10552    -2.67578     0.00000       0
  2019        1395    -0.10863    -2.66779     0.00000       0
  2020        1394    -0.11006    -2.66782     0.00000       0
  2021        1393    -0.10303    -2.54209     0.00000       0
  2022        1392    -0.10267    -2.66786     0.00000       0
  2023        1391    -0.13384    -2.83842     0.00000       0
  2024        1390    -0.13813    -2.83468     0.00000       0
  2025        1389    -0.11604    -2.66783     0.00000       0
  2026        1388    -0.11504    -2.54207     0.00000       0
  2027        1387    -0.13097    -2.89458     0.00000       0
  2028        1386    -0.10885    -2.83469     0.00000       0
  2029        1385    -0.13681    -2.89458     0.00000       0
  2030        1384    -0.12462    -2.66991     0.00000       0
  2031        1383    -0.08873    -2.36239     0.00000       0
  2032        1382    -0.08875    -2.66758     0.00000       0
  2033        1381    -0.16738    -2.89458     0.00000       1
  2034        1380    -0.10107    -2.83854     0.00000       0
  2035        1379    -0.08670    -2.54440     0.00000       0
  2036        1378    -0.13175    -2.66761     0.00000       0
  2037        1377    -0.11201    -2.83472     0.00000       0
  2038        1376    -0.10967    -2.66851     0.00000       0
  2039        1375    -0.09837    -2.66796     0.00000       0
  2040        1374    -0.08373    -2.66796     0.00000       0
  2041        1373    -0.14072    -2.89459     0.00000       0
  2042        1372    -0.13649    -2.89459     0.00000       0
  2043        1371    -0.14154    -2.83472     0.00000       0
  2044        1370    -0.10235    -2.17771     0.00000       0
  2045        1369    -0.10971    -2.83472     0.00000       0
  2046        1368    -0.11579    -2.89460     0.00000       0
  2047        1367    -0.10879    -2.83471     0.00000       0
  2048        1366    -0.12349    -2.83471     0.00000       0
  2049        1365    -0.11916    -2.67495     0.00000       0
  2050        1364    -0.10118    -2.17773     0.00000       0
  2051        1363    -0.09209    -2.83472     0.00000       0
  2052        1362    -0.11632    -2.83474     0.00000       0
  2053        1361    -0.08702    -2.50667     0.00000       0
  2054        1360    -0.12197    -2.67800     0.00000       0
  2055        1359    -0.13715    -2.67803     0.00000       0
  2056        1358    -0.12347    -2.89460     0.00000       0
  2057        1357    -0.11092    -2.67411     0.00000       0
  2058        1356    -0.07531    -2.36651     0.00000       0
  2059        1355    -0.10447    -2.10661     0.00000       0
  2060        1354    -0.09708    -2.83918     0.00000       0
  2061        1353    -0.14670    -2.89459     0.00000       0
  2062        1352    -0.11153    -2.67847     0.00000       0
  2063        1351    -0.11549    -2.83473     0.00000       0
  2064        1350    -0.11147    -2.89457     0.00000       0
  2065        1349    -0.08286    -2.33536     0.00000       0
  2066        1348    -0.11701    -2.89457     0.00000       0
  2067        1347    -0.11576    -2.89457     0.00000       0
  2068        1346    -0.14038    -2.67813     0.00000       0
  2069        1345    -0.09397    -2.83824     0.00000       0
  2070        1344    -0.15357    -2.89457     0.00000       0
  2071        1343    -0.10377    -2.16193     0.00000       0
  2072        1342    -0.10297    -2.83824     0.00000       0
  2073        1341    -0.12646    -2.83938     0.00000       0
  2074        1340    -0.14021    -2.89457     0.00000       0
  2075        1339    -0.11576    -2.54131     0.00000       0
  2076        1338    -0.10020    -2.67808     0.00000       0
  2077        1337    -0.11396    -2.89455     0.00000       0
  2078        1336    -0.08732    -2.83824     0.00000       0
  2079        1335    -0.10489    -2.83824     0.00000       0
  2080        1334    -0.16428    -2.89456     0.00000       0
  2081        1333    -0.09655    -2.50666     0.00000       0
  2082        1332    -0.13732    -2.89456     0.00000       0
  2083        1331    -0.09505    -2.83986     0.00000       0
  2084        1330    -0.12068    -2.83824     0.00000       0
  2085        1329    -0.12296    -2.89455     0.00000       0
  2086        1328    -0.13597    -2.89456     0.00000       0
  2087        1327    -0.11885    -2.67820     0.00000       0
  2088        1326    -0.10805    -2.89455     0.00000       0
  2089        1325    -0.13413    -2.89455     0.00000       0
  2090        1324    -0.10098    -2.84097     0.00000       0
  2091        1323    -0.12359    -2.50666     0.00000       0
  2092        1322    -0.11000    -2.83824     0.00000       0
  2093        1321    -0.13798    -2.90324     0.00000       0
  2094        1320    -0.13226    -2.83824     0.00000       0
  2095        1319    -0.13610    -2.90324     0.00000       0
  2096        1318    -0.11227    -2.18014     0.00000       0
  2097        1317    -0.09590    -2.49985     0.00000       0
  2098        1316    -0.14842    -2.90334     0.00000       1
  2099        1315    -0.12549    -2.67806     0.00000       0
  2100        1314    -0.11021    -2.90334     0.00000       0
  2101        1313    -0.13624    -2.90334     0.00000       0
  2102        1312    -0.11856    -2.36615     0.00000       0
  2103        1311    -0.08636    -2.54122     0.00000       0
  2104        1310    -0.14277    -2.90331     0.00000       0
  2105        1309    -0.10507    -2.67810     0.00000       0
  2106        1308    -0.10375    -2.84821     0.00000       0
  2107        1307    -0.13806    -2.90331     0.00000       0
  2108        1306    -0.10606    -2.54123     0.00000       0
  2109        1305    -0.12972    -2.54123     0.00000       0
  2110        1304    -0.10392    -2.84631     0.00000       0
  2111        1303    -0.10177    -2.83823     0.00000       0
  2112        1302    -0.10890    -2.90330     0.00000       0
  2113        1301    -0.10884    -2.90330     0.00000       0
  2114        1300    -0.11508    -2.50666     0.00000       0
  2115        1299    -0.12102    -2.84651     0.00000       0
  2116        1298    -0.11766    -2.49761     0.00000       0
  2117        1297    -0.12365    -2.72799     0.00000       0
  2118        1296    -0.14505    -2.90330     0.00000       0
  2119        1295    -0.11764    -2.84712     0.00000       0
  2120        1294    -0.12039    -2.54452     0.00000       0
  2121        1293    -0.10378    -2.68187     0.00000       0
  2122        1292    -0.12177    -2.83824     0.00000       0
  2123        1291    -0.08872    -2.84698     0.00000       0
  2124        1290    -0.10578    -2.09856     0.00000       0
  2125        1289    -0.12366    -2.73413     0.00000       0
  2126        1288    -0.09348    -2.50667     0.00000       0
  2127        1287    -0.11497    -2.50667     0.00000       0
  2128        1286    -0.12573    -2.90328     0.00000       0
  2129        1285    -0.10688    -2.84506     0.00000       0
  2130        1284    -0.12157    -2.83959     0.00000       0
  2131        1283    -0.12837    -2.90330     0.00000       0
  2132        1282    -0.12782    -2.90330     0.00000       0
  2133        1281    -0.13696    -2.68221     0.00000       0
  2134        1280    -0.13576    -2.90330     0.00000       0
  2135        1279    -0.13671    -2.84423     0.00000       0
  2136        1278    -0.13406    -2.72989     0.00000       0
  2137        1277    -0.16353    -2.90329     0.00000       0
  2138        1276    -0.10570    -2.84372     0.00000       0
  2139        1275    -0.10822    -2.33933     0.00000       0
  2140        1274    -0.11823    -2.68228     0.00000       0
  2141        1273    -0.12390    -2.83958     0.00000       0
  2142        1272    -0.09464    -2.37698     0.00000       0
  2143        1271    -0.14225    -2.90329     0.00000       0
  2144        1270    -0.09981    -2.37698     0.00000       0
  2145        1269    -0.11952    -2.90329     0.00000       0
  2146        1268    -0.11223    -2.54485     0.00000       0
  2147        1267    -0.11035    -2.51759     0.00000       0
  2148        1266    -0.16448    -2.84307     0.00000       0
  2149        1265    -0.11012    -2.37697     0.00000       0
  2150        1264    -0.09169    -2.90329     0.00000       0
  2151        1263    -0.12473    -2.54482     0.00000       0
  2152        1262    -0.12479    -2.54479     0.00000       0
  2153        1261    -0.11239    -2.84307     0.00000       0
  2154        1260    -0.10886    -2.84307     0.00000       0
  2155        1259    -0.12232    -2.84307     0.00000       0
  2156        1258    -0.09825    -2.84474     0.00000       0
  2157        1257    -0.14139    -2.84474     0.00000       0
  2158        1256    -0.13057    -2.84307     0.00000       0
  2159        1255    -0.11530    -2.73943     0.00000       0
  2160        1254    -0.09581    -2.18635     0.00000       0
  2161        1253    -0.12960    -2.74378     0.00000       0
  2162        1252    -0.11734    -2.90327     0.00000       0
  2163        1251    -0.12701    -2.90327     0.00000       0
  2164        1250    -0.13182    -2.90329     0.00000       0
  2165        1249    -0.13000    -2.84673     0.00000       0
  2166        1248    -0.12644    -2.90329     0.00000       0
  2167        1247    -0.13849    -2.90329     0.00000       0
  2168        1246    -0.13400    -2.73763     0.00000       0
  2169        1245    -0.13702    -2.84747     0.00000       1
  2170        1244    -0.12797    -2.90329     0.00000       0
