
=== strategy=seu-us  seed=0  missing_rate=0.2 ===
 Round  #Remaining        Mean         Min         Max    #Pos
   546        2868    -0.04684    -2.66109     0.00000      48
   547        2867    -0.02429    -1.84512     0.00000      46
   548        2866    -0.03166    -2.34665     0.00000      55
   549        2865    -0.07048    -2.66495     0.00000      48
   550        2864    -0.03883    -1.94742     0.00000      52
   551        2863    -0.04651    -1.94962     0.00000      55
   552        2862    -0.04553    -1.94742     0.00000      50
   553        2861    -0.05088    -2.66610     0.00000      48
   554        2860    -0.02128    -1.00032     0.00000      48
   555        2859    -0.04340    -2.08115     0.00000      46
   556        2858    -0.04666    -2.39669     0.00000      55
   557        2857    -0.02449    -1.49319     0.00000      42
   558        2856    -0.01674    -1.76977     0.00000      52
   559        2855    -0.06475    -2.39657     0.00000      50
   560        2854    -0.02139    -2.53411     0.00000      50
   561        2853    -0.03874    -2.65161     0.00000      56
   562        2852    -0.05290    -2.66500     0.00000      50
   563        2851    -0.06472    -2.22512     0.00000      47
   564        2850    -0.06735    -2.39646     0.00000      38
   565        2849    -0.04490    -1.87619     0.00000      43
   566        2848    -0.04611    -2.06884     0.00000      51
   567        2847    -0.07248    -2.66507     0.00000      52
   568        2846    -0.05522    -2.65162     0.00000      53
   569        2845    -0.03149    -2.40066     0.00000      62
   570        2844    -0.04916    -2.73925     0.00000      58
   571        2843    -0.05180    -2.31122     0.00000      45
   572        2842    -0.03832    -2.00006     0.00000      46
   573        2841    -0.04003    -2.31284     0.00000      45
   574        2840    -0.03678    -1.94742     0.00000      39
   575        2839    -0.02241    -1.75429     0.00000      48
   576        2838    -0.04305    -2.40068     0.00000      50
   577        2837    -0.06753    -2.53339     0.00000      41
   578        2836    -0.06248    -2.40067     0.00000      49
   579        2835    -0.06906    -2.53295     0.00000      42
   580        2834    -0.04494    -2.39945     0.00000      47
   581        2833    -0.07982    -2.31943     0.00000      50
   582        2832    -0.04879    -2.53304     0.00000      55
   583        2831    -0.07352    -2.06884     0.00000      45
   584        2830    -0.05692    -2.73927     0.00000      56
   585        2829    -0.03999    -2.65165     0.00000      46
   586        2828    -0.02748    -2.65165     0.00000      41
   587        2827    -0.03122    -2.53300     0.00000      52
   588        2826    -0.07260    -2.73926     0.00000      57
   589        2825    -0.04575    -2.06884     0.00000      54
   590        2824    -0.07652    -2.40063     0.00000      40
   591        2823    -0.05009    -2.53264     0.00000      48
   592        2822    -0.03331    -2.65165     0.00000      54
   593        2821    -0.03705    -2.53269     0.00000      31
   594        2820    -0.04242    -2.53269     0.00000      43
   595        2819    -0.03076    -2.34017     0.00000      52
   596        2818    -0.04624    -2.34174     0.00000      45
   597        2817    -0.03074    -2.40303     0.00000      52
   598        2816    -0.05391    -2.06884     0.00000      38
   599        2815    -0.04695    -2.65758     0.00000      45
   600        2814    -0.03342    -2.06884     0.00000      46
   601        2813    -0.05421    -2.40310     0.00000      37
   602        2812    -0.04622    -2.00003     0.00000      39
   603        2811    -0.04527    -2.73929     0.00000      38
   604        2810    -0.05172    -2.65508     0.00000      31
   605        2809    -0.03656    -1.94742     0.00000      58
   606        2808    -0.07889    -2.65882     0.00000      62
   607        2807    -0.06134    -2.53297     0.00000      53
   608        2806    -0.06088    -2.65509     0.00000      51
   609        2805    -0.04399    -2.00634     0.00000      41
   610        2804    -0.04539    -2.65973     0.00000      41
   611        2803    -0.03804    -1.99869     0.00000      43
   612        2802    -0.06359    -2.22754     0.00000      59
   613        2801    -0.02036    -2.35260     0.00000      48
   614        2800    -0.06726    -2.35010     0.00000      44
   615        2799    -0.02969    -2.35286     0.00000      46
   616        2798    -0.05021    -1.97509     0.00000      49
   617        2797    -0.03272    -1.76664     0.00000      43
   618        2796    -0.05113    -2.74213     0.00000      54
   619        2795    -0.04834    -2.00013     0.00000      31
   620        2794    -0.05639    -2.35340     0.00000      48
   621        2793    -0.05186    -2.53674     0.00000      51
   622        2792    -0.04853    -2.00008     0.00000      47
   623        2791    -0.02832    -1.82444     0.00000      50
   624        2790    -0.02478    -1.53654     0.00000      49
   625        2789    -0.05362    -2.35785     0.00000      47
   626        2788    -0.05700    -1.97509     0.00000      45
   627        2787    -0.06024    -2.66291     0.00000      46
   628        2786    -0.03870    -2.36093     0.00000      50
   629        2785    -0.04035    -2.40077     0.00000      50
   630        2784    -0.02492    -2.53688     0.00000      35
   631        2783    -0.03620    -2.40077     0.00000      46
   632        2782    -0.06604    -2.65518     0.00000      32
   633        2781    -0.02890    -2.00106     0.00000      47
   634        2780    -0.05178    -2.66272     0.00000      50
   635        2779    -0.03699    -2.53748     0.00000      53
   636        2778    -0.05499    -2.40991     0.00000      38
   637        2777    -0.02507    -1.91865     0.00000      47
   638        2776    -0.03815    -2.65524     0.00000      51
   639        2775    -0.02670    -2.06527     0.00000      49
   640        2774    -0.04733    -2.66334     0.00000      37
   641        2773    -0.05634    -2.00390     0.00000      39
   642        2772    -0.05792    -2.53769     0.00000      56
   643        2771    -0.07886    -2.74214     0.00000      54
   644        2770    -0.05121    -2.41093     0.00000      42
   645        2769    -0.03579    -2.53766     0.00000      51
   646        2768    -0.04271    -1.97691     0.00000      37
   647        2767    -0.05878    -2.53774     0.00000      48
   648        2766    -0.04656    -2.35463     0.00000      40
   649        2765    -0.04541    -2.35416     0.00000      63
   650        2764    -0.04418    -1.92736     0.00000      41
   651        2763    -0.05042    -2.65946     0.00000      44
   652        2762    -0.03952    -1.87788     0.00000      44
   653        2761    -0.04922    -2.41110     0.00000      46
   654        2760    -0.05280    -1.87736     0.00000      53
   655        2759    -0.03919    -2.22861     0.00000      48
   656        2758    -0.07278    -2.35780     0.00000      40
   657        2757    -0.04834    -1.93006     0.00000      46
   658        2756    -0.04597    -2.02424     0.00000      44
   659        2755    -0.06969    -2.66327     0.00000      49
   660        2754    -0.05239    -2.57686     0.00000      55
   661        2753    -0.05017    -2.22891     0.00000      56
   662        2752    -0.03893    -2.00307     0.00000      52
   663        2751    -0.06524    -2.57538     0.00000      39
   664        2750    -0.07527    -2.74598     0.00000      38
   665        2749    -0.05220    -2.06976     0.00000      33
   666        2748    -0.04071    -2.58023     0.00000      46
   667        2747    -0.03002    -1.94979     0.00000      45
   668        2746    -0.03278    -1.77606     0.00000      45
   669        2745    -0.06364    -2.66121     0.00000      51
   670        2744    -0.06247    -2.66067     0.00000      46
   671        2743    -0.05336    -2.66067     0.00000      59
   672        2742    -0.06524    -2.74599     0.00000      36
   673        2741    -0.03461    -2.06976     0.00000      46
   674        2740    -0.04308    -2.00403     0.00000      31
   675        2739    -0.06375    -2.63863     0.00000      40
   676        2738    -0.06152    -2.40454     0.00000      47
   677        2737    -0.03935    -2.00408     0.00000      48
   678        2736    -0.04693    -2.63864     0.00000      44
   679        2735    -0.04616    -2.40454     0.00000      40
   680        2734    -0.06201    -2.66232     0.00000      39
   681        2733    -0.04426    -1.83818     0.00000      36
   682        2732    -0.05320    -2.63864     0.00000      36
   683        2731    -0.03327    -2.74601     0.00000      43
   684        2730    -0.04320    -2.06976     0.00000      35
   685        2729    -0.04008    -2.41812     0.00000      45
   686        2728    -0.03553    -1.78076     0.00000      50
   687        2727    -0.06336    -2.41822     0.00000      35
   688        2726    -0.04051    -1.95146     0.00000      33
   689        2725    -0.07213    -2.74601     0.00000      41
   690        2724    -0.07664    -2.59439     0.00000      52
   691        2723    -0.04581    -2.09483     0.00000      36
   692        2722    -0.07815    -2.74601     0.00000      28
   693        2721    -0.02532    -1.77374     0.00000      38
   694        2720    -0.05143    -2.66087     0.00000      40
   695        2719    -0.05175    -2.35852     0.00000      42
   696        2718    -0.04963    -2.00759     0.00000      45
   697        2717    -0.04664    -1.97691     0.00000      37
   698        2716    -0.03807    -2.59557     0.00000      43
   699        2715    -0.03110    -2.00621     0.00000      45
   700        2714    -0.04392    -2.41779     0.00000      40
   701        2713    -0.03652    -2.63869     0.00000      43
   702        2712    -0.03062    -1.71497     0.00000      44
   703        2711    -0.05036    -2.40832     0.00000      43
   704        2710    -0.05853    -2.59431     0.00000      46
   705        2709    -0.05562    -2.09260     0.00000      44
   706        2708    -0.05253    -2.63869     0.00000      48
   707        2707    -0.05174    -2.55221     0.00000      39
   708        2706    -0.02503    -1.95557     0.00000      34
   709        2705    -0.04465    -2.09330     0.00000      49
   710        2704    -0.03975    -2.41791     0.00000      32
   711        2703    -0.05124    -2.75570     0.00000      35
   712        2702    -0.08914    -2.67179     0.00000      33
   713        2701    -0.04420    -2.23541     0.00000      42
   714        2700    -0.05389    -2.63869     0.00000      37
   715        2699    -0.04702    -1.95557     0.00000      39
   716        2698    -0.04329    -1.96186     0.00000      41
   717        2697    -0.05688    -2.75570     0.00000      49
   718        2696    -0.05457    -2.67242     0.00000      40
   719        2695    -0.03431    -1.97691     0.00000      43
   720        2694    -0.07357    -2.40833     0.00000      33
   721        2693    -0.07914    -2.75570     0.00000      40
   722        2692    -0.06084    -2.40833     0.00000      43
   723        2691    -0.07202    -2.60316     0.00000      39
   724        2690    -0.04117    -2.67087     0.00000      42
   725        2689    -0.06555    -2.63789     0.00000      32
   726        2688    -0.04929    -2.36571     0.00000      47
   727        2687    -0.03914    -1.98336     0.00000      44
   728        2686    -0.06874    -2.63790     0.00000      34
   729        2685    -0.04184    -2.54937     0.00000      35
   730        2684    -0.03208    -1.34414     0.00000      43
   731        2683    -0.04077    -2.00607     0.00000      34
   732        2682    -0.03753    -2.07634     0.00000      35
   733        2681    -0.05544    -1.95557     0.00000      31
   734        2680    -0.06376    -2.08762     0.00000      46
   735        2679    -0.04042    -2.63791     0.00000      34
   736        2678    -0.04961    -2.60499     0.00000      41
   737        2677    -0.08939    -2.23719     0.00000      31
   738        2676    -0.04276    -2.75955     0.00000      40
   739        2675    -0.05218    -2.75955     0.00000      33
   740        2674    -0.04173    -2.54961     0.00000      41
   741        2673    -0.05736    -2.36977     0.00000      34
   742        2672    -0.04959    -2.42827     0.00000      29
   743        2671    -0.03755    -2.40828     0.00000      37
   744        2670    -0.04386    -2.36985     0.00000      37
   745        2669    -0.03520    -2.60760     0.00000      38
   746        2668    -0.06727    -2.75956     0.00000      44
   747        2667    -0.04373    -2.08088     0.00000      38
   748        2666    -0.07007    -2.67480     0.00000      30
   749        2665    -0.05859    -2.64123     0.00000      34
   750        2664    -0.05498    -2.60364     0.00000      38
   751        2663    -0.05727    -2.60220     0.00000      46
   752        2662    -0.03530    -2.75956     0.00000      45
   753        2661    -0.05259    -2.67808     0.00000      51
   754        2660    -0.04016    -2.75959     0.00000      53
   755        2659    -0.04119    -2.01225     0.00000      45
   756        2658    -0.07425    -2.55346     0.00000      38
   757        2657    -0.03518    -2.40825     0.00000      36
   758        2656    -0.03412    -1.66761     0.00000      31
   759        2655    -0.03448    -1.97246     0.00000      31
   760        2654    -0.06250    -2.01225     0.00000      47
   761        2653    -0.04722    -2.60557     0.00000      42
   762        2652    -0.02352    -2.08088     0.00000      48
   763        2651    -0.05098    -2.01226     0.00000      42
   764        2650    -0.02903    -2.01090     0.00000      43
   765        2649    -0.03628    -2.65251     0.00000      34
   766        2648    -0.03514    -1.99093     0.00000      28
   767        2647    -0.05595    -2.68473     0.00000      48
   768        2646    -0.03350    -1.99093     0.00000      43
   769        2645    -0.03425    -2.01110     0.00000      48
   770        2644    -0.04439    -1.97193     0.00000      33
   771        2643    -0.04612    -2.68252     0.00000      46
   772        2642    -0.06021    -2.10771     0.00000      42
   773        2641    -0.02315    -2.55380     0.00000      31
   774        2640    -0.04458    -2.68232     0.00000      39
   775        2639    -0.05216    -1.91921     0.00000      43
   776        2638    -0.04062    -1.83727     0.00000      41
   777        2637    -0.05623    -2.68054     0.00000      42
   778        2636    -0.06238    -2.25418     0.00000      40
   779        2635    -0.05137    -2.75968     0.00000      35
   780        2634    -0.04222    -1.84818     0.00000      31
   781        2633    -0.06173    -2.68033     0.00000      25
   782        2632    -0.05611    -2.60623     0.00000      38
   783        2631    -0.04373    -2.08088     0.00000      41
   784        2630    -0.04260    -2.25428     0.00000      31
   785        2629    -0.06416    -2.68122     0.00000      36
   786        2628    -0.05651    -2.01133     0.00000      34
   787        2627    -0.05438    -1.99354     0.00000      42
   788        2626    -0.05345    -2.42880     0.00000      49
   789        2625    -0.03770    -2.75966     0.00000      38
   790        2624    -0.06423    -2.62269     0.00000      41
   791        2623    -0.04193    -2.25455     0.00000      36
   792        2622    -0.07184    -2.41201     0.00000      58
   793        2621    -0.06161    -2.62622     0.00000      43
   794        2620    -0.07556    -2.75963     0.00000      43
   795        2619    -0.08207    -2.62697     0.00000      39
   796        2618    -0.05494    -2.62206     0.00000      36
   797        2617    -0.04181    -2.55444     0.00000      45
   798        2616    -0.04368    -1.78325     0.00000      37
   799        2615    -0.05569    -2.41202     0.00000      34
   800        2614    -0.06178    -2.75962     0.00000      39
   801        2613    -0.03794    -1.99354     0.00000      45
   802        2612    -0.05164    -2.65947     0.00000      36
   803        2611    -0.05746    -2.75960     0.00000      39
   804        2610    -0.04613    -2.55464     0.00000      42
   805        2609    -0.04585    -1.96026     0.00000      35
   806        2608    -0.02520    -0.99340     0.00000      31
   807        2607    -0.04233    -2.75961     0.00000      32
   808        2606    -0.07849    -2.67778     0.00000      35
   809        2605    -0.03144    -1.65833     0.00000      37
   810        2604    -0.02932    -1.60245     0.00000      34
   811        2603    -0.07350    -2.75961     0.00000      39
   812        2602    -0.07118    -2.62499     0.00000      36
   813        2601    -0.05596    -2.13855     0.00000      38
   814        2600    -0.06463    -2.67902     0.00000      37
   815        2599    -0.05842    -2.01253     0.00000      41
   816        2598    -0.05126    -2.62718     0.00000      40
   817        2597    -0.04923    -2.01334     0.00000      38
   818        2596    -0.04650    -2.08088     0.00000      34
   819        2595    -0.06508    -2.75960     0.00000      31
   820        2594    -0.03843    -2.67289     0.00000      35
   821        2593    -0.04399    -2.08088     0.00000      34
   822        2592    -0.04745    -1.96780     0.00000      37
   823        2591    -0.07744    -2.62810     0.00000      30
   824        2590    -0.04640    -2.67622     0.00000      25
   825        2589    -0.05480    -2.36705     0.00000      39
   826        2588    -0.03739    -2.41202     0.00000      38
   827        2587    -0.05827    -2.63028     0.00000      30
   828        2586    -0.06770    -2.37942     0.00000      37
   829        2585    -0.03396    -1.99759     0.00000      28
   830        2584    -0.04189    -1.99759     0.00000      30
   831        2583    -0.05070    -2.76694     0.00000      29
   832        2582    -0.06616    -2.68541     0.00000      37
   833        2581    -0.06065    -2.61848     0.00000      30
   834        2580    -0.04813    -1.99911     0.00000      29
   835        2579    -0.06350    -2.76692     0.00000      31
   836        2578    -0.02407    -1.60918     0.00000      26
   837        2577    -0.05155    -2.76693     0.00000      42
   838        2576    -0.04921    -2.38545     0.00000      29
   839        2575    -0.05118    -1.84168     0.00000      22
   840        2574    -0.03240    -2.15015     0.00000      31
   841        2573    -0.03297    -1.99920     0.00000      31
   842        2572    -0.03958    -2.66313     0.00000      38
   843        2571    -0.04127    -2.76685     0.00000      37
   844        2570    -0.04221    -2.41574     0.00000      33
   845        2569    -0.04618    -2.01246     0.00000      27
   846        2568    -0.04462    -2.76687     0.00000      34
   847        2567    -0.07711    -2.76686     0.00000      32
   848        2566    -0.04990    -2.76686     0.00000      32
   849        2565    -0.04659    -2.41573     0.00000      33
   850        2564    -0.05627    -2.55753     0.00000      33
   851        2563    -0.05717    -2.08394     0.00000      19
   852        2562    -0.03498    -2.37686     0.00000      32
   853        2561    -0.06301    -2.66313     0.00000      35
   854        2560    -0.05989    -2.08394     0.00000      35
   855        2559    -0.04386    -2.15677     0.00000      26
   856        2558    -0.05219    -2.41575     0.00000      37
   857        2557    -0.04716    -2.77010     0.00000      29
   858        2556    -0.05841    -2.41575     0.00000      32
   859        2555    -0.06807    -2.68095     0.00000      37
   860        2554    -0.03250    -1.78143     0.00000      37
   861        2553    -0.06028    -2.56127     0.00000      32
   862        2552    -0.04397    -1.87367     0.00000      35
   863        2551    -0.03459    -2.37771     0.00000      32
   864        2550    -0.05804    -2.63276     0.00000      23
   865        2549    -0.03952    -2.01205     0.00000      28
   866        2548    -0.09052    -2.77014     0.00000      34
   867        2547    -0.05822    -1.67999     0.00000      27
   868        2546    -0.06874    -2.63227     0.00000      37
   869        2545    -0.05342    -2.66318     0.00000      33
   870        2544    -0.02629    -1.30586     0.00000      35
   871        2543    -0.04743    -2.37711     0.00000      32
   872        2542    -0.05958    -2.56135     0.00000      30
   873        2541    -0.05188    -2.66319     0.00000      31
   874        2540    -0.07307    -2.44160     0.00000      26
   875        2539    -0.07502    -2.62479     0.00000      23
   876        2538    -0.05492    -2.75492     0.00000      24
   877        2537    -0.06402    -2.62076     0.00000      31
   878        2536    -0.05069    -2.75883     0.00000      23
   879        2535    -0.03825    -1.78658     0.00000      29
   880        2534    -0.06574    -2.62022     0.00000      29
   881        2533    -0.05644    -2.41586     0.00000      31
   882        2532    -0.02653    -2.37761     0.00000      33
   883        2531    -0.04184    -2.75884     0.00000      26
   884        2530    -0.05284    -2.37789     0.00000      43
   885        2529    -0.07930    -2.75884     0.00000      30
   886        2528    -0.07528    -2.56791     0.00000      31
   887        2527    -0.06533    -2.08921     0.00000      31
   888        2526    -0.07153    -2.56794     0.00000      28
   889        2525    -0.09587    -2.75884     0.00000      27
   890        2524    -0.03528    -2.44123     0.00000      26
   891        2523    -0.03954    -1.96438     0.00000      26
   892        2522    -0.04621    -2.17755     0.00000      30
   893        2521    -0.04728    -2.17755     0.00000      33
   894        2520    -0.04253    -2.66327     0.00000      26
   895        2519    -0.04662    -2.25387     0.00000      31
   896        2518    -0.08683    -2.66866     0.00000      28
   897        2517    -0.06105    -2.62705     0.00000      27
   898        2516    -0.05131    -2.66900     0.00000      35
   899        2515    -0.03874    -2.75886     0.00000      32
   900        2514    -0.07467    -2.66661     0.00000      35
   901        2513    -0.04257    -2.17972     0.00000      32
   902        2512    -0.05630    -2.66661     0.00000      32
   903        2511    -0.03641    -1.99201     0.00000      21
   904        2510    -0.03534    -1.66061     0.00000      22
   905        2509    -0.04175    -1.95367     0.00000      28
   906        2508    -0.03622    -2.57107     0.00000      31
   907        2507    -0.05470    -1.98897     0.00000      22
   908        2506    -0.05730    -2.67043     0.00000      17
   909        2505    -0.05951    -2.37803     0.00000      31
   910        2504    -0.04171    -1.97606     0.00000      32
   911        2503    -0.07861    -2.62397     0.00000      21
   912        2502    -0.05834    -2.67043     0.00000      26
   913        2501    -0.06997    -2.66662     0.00000      17
   914        2500    -0.06769    -2.66662     0.00000      29
   915        2499    -0.04125    -1.95367     0.00000      33
   916        2498    -0.05977    -2.37888     0.00000      18
   917        2497    -0.06222    -2.75886     0.00000      22
   918        2496    -0.04811    -1.68464     0.00000      16
   919        2495    -0.05643    -2.67084     0.00000      20
   920        2494    -0.07654    -2.66662     0.00000      22
   921        2493    -0.03372    -1.85444     0.00000      38
   922        2492    -0.04347    -2.75885     0.00000      25
   923        2491    -0.05122    -2.67440     0.00000      23
   924        2490    -0.06631    -2.67473     0.00000      25
   925        2489    -0.03141    -2.20439     0.00000      31
   926        2488    -0.05176    -2.62085     0.00000      19
   927        2487    -0.05690    -2.37851     0.00000      35
   928        2486    -0.05596    -2.67448     0.00000      36
   929        2485    -0.07335    -2.67483     0.00000      25
   930        2484    -0.06699    -2.57119     0.00000      15
   931        2483    -0.07015    -2.66588     0.00000      24
   932        2482    -0.06656    -2.02234     0.00000      28
   933        2481    -0.05398    -2.42330     0.00000      25
   934        2480    -0.03544    -2.21471     0.00000      26
   935        2479    -0.06055    -2.42330     0.00000      25
   936        2478    -0.05998    -2.76244     0.00000      34
   937        2477    -0.04417    -1.85592     0.00000      25
   938        2476    -0.04629    -2.67997     0.00000      25
   939        2475    -0.04373    -1.85476     0.00000      25
   940        2474    -0.05115    -2.02498     0.00000      27
   941        2473    -0.05390    -2.66587     0.00000      25
   942        2472    -0.03302    -1.62784     0.00000      28
   943        2471    -0.08152    -2.09175     0.00000      25
   944        2470    -0.06096    -2.42329     0.00000      23
   945        2469    -0.05000    -2.57446     0.00000      20
   946        2468    -0.05757    -2.76881     0.00000      27
   947        2467    -0.03792    -2.02495     0.00000      23
   948        2466    -0.05376    -2.57449     0.00000      34
   949        2465    -0.09143    -2.66588     0.00000      31
   950        2464    -0.05033    -2.68840     0.00000      28
   951        2463    -0.03864    -2.25774     0.00000      23
   952        2462    -0.05383    -2.25774     0.00000      29
   953        2461    -0.03202    -1.68293     0.00000      24
   954        2460    -0.06391    -2.68904     0.00000      28
   955        2459    -0.05560    -2.77236     0.00000      29
   956        2458    -0.06962    -2.77236     0.00000      22
   957        2457    -0.07054    -2.57467     0.00000      23
   958        2456    -0.07284    -2.77236     0.00000      20
   959        2455    -0.07646    -2.42700     0.00000      33
   960        2454    -0.05798    -2.68889     0.00000      18
   961        2453    -0.03832    -1.82386     0.00000      24
   962        2452    -0.04859    -2.22459     0.00000      30
   963        2451    -0.05881    -2.77589     0.00000      30
   964        2450    -0.07051    -2.69295     0.00000      24
   965        2449    -0.04657    -2.77590     0.00000      30
   966        2448    -0.04446    -2.62611     0.00000      23
   967        2447    -0.06956    -2.38307     0.00000      33
   968        2446    -0.05162    -2.44267     0.00000      22
   969        2445    -0.06201    -2.77592     0.00000      27
   970        2444    -0.02791    -2.69367     0.00000      27
   971        2443    -0.05839    -2.25829     0.00000      20
   972        2442    -0.05073    -2.69314     0.00000      28
   973        2441    -0.03973    -2.22872     0.00000      29
   974        2440    -0.08349    -2.69011     0.00000      20
   975        2439    -0.05972    -2.57494     0.00000      22
   976        2438    -0.05939    -2.62507     0.00000      23
   977        2437    -0.05828    -2.57489     0.00000      23
   978        2436    -0.05471    -2.25801     0.00000      24
   979        2435    -0.07067    -2.57492     0.00000      21
   980        2434    -0.06613    -2.77597     0.00000      29
   981        2433    -0.06532    -2.66958     0.00000      28
   982        2432    -0.05419    -2.38554     0.00000      32
   983        2431    -0.04726    -2.57498     0.00000      20
   984        2430    -0.05121    -2.57501     0.00000      29
   985        2429    -0.07245    -2.38604     0.00000      25
   986        2428    -0.06029    -2.66823     0.00000      29
   987        2427    -0.05660    -2.25813     0.00000      23
   988        2426    -0.07180    -2.77598     0.00000      24
   989        2425    -0.04759    -2.57509     0.00000      21
   990        2424    -0.04768    -2.42705     0.00000      26
   991        2423    -0.07624    -2.38660     0.00000      21
   992        2422    -0.06493    -2.63161     0.00000      17
   993        2421    -0.06465    -2.69782     0.00000      23
   994        2420    -0.07592    -2.66823     0.00000      26
   995        2419    -0.05500    -2.66823     0.00000      22
   996        2418    -0.04448    -2.66823     0.00000      24
   997        2417    -0.05881    -2.77599     0.00000      20
   998        2416    -0.05615    -1.97738     0.00000      23
   999        2415    -0.04611    -2.77599     0.00000      31
  1000        2414    -0.06311    -2.25824     0.00000      25
  1001        2413    -0.05135    -2.63304     0.00000      25
  1002        2412    -0.08719    -2.63375     0.00000      23
  1003        2411    -0.06432    -2.44178     0.00000      23
  1004        2410    -0.06250    -2.38687     0.00000      20
  1005        2409    -0.05821    -1.97430     0.00000      22
  1006        2408    -0.07554    -2.62752     0.00000      26
  1007        2407    -0.04539    -2.69585     0.00000      25
  1008        2406    -0.04977    -2.69614     0.00000      27
  1009        2405    -0.04640    -2.03261     0.00000      22
  1010        2404    -0.06055    -2.20774     0.00000      30
  1011        2403    -0.09292    -2.77599     0.00000      17
  1012        2402    -0.04123    -2.77599     0.00000      22
  1013        2401    -0.04897    -2.63039     0.00000      18
  1014        2400    -0.05164    -2.57513     0.00000      15
  1015        2399    -0.05486    -2.09038     0.00000      21
  1016        2398    -0.04981    -2.42707     0.00000      20
  1017        2397    -0.05470    -2.26171     0.00000      15
  1018        2396    -0.03684    -1.84241     0.00000      21
  1019        2395    -0.06489    -2.03477     0.00000      14
  1020        2394    -0.06486    -2.26186     0.00000      21
  1021        2393    -0.05393    -2.03498     0.00000      19
  1022        2392    -0.03708    -1.79202     0.00000      21
  1023        2391    -0.03961    -2.67527     0.00000      16
  1024        2390    -0.06454    -2.57839     0.00000      28
  1025        2389    -0.06692    -2.77599     0.00000      28
  1026        2388    -0.05073    -2.62121     0.00000      23
  1027        2387    -0.06402    -2.62121     0.00000      30
  1028        2386    -0.06019    -2.62196     0.00000      23
  1029        2385    -0.05645    -2.67526     0.00000      23
  1030        2384    -0.07527    -2.77599     0.00000      16
  1031        2383    -0.06647    -2.69923     0.00000      18
  1032        2382    -0.05120    -2.67527     0.00000      19
  1033        2381    -0.06009    -2.69980     0.00000      28
  1034        2380    -0.05012    -2.70008     0.00000      16
  1035        2379    -0.07144    -2.67527     0.00000      21
  1036        2378    -0.06766    -2.67527     0.00000      27
  1037        2377    -0.05586    -2.77600     0.00000      26
  1038        2376    -0.06922    -2.70196     0.00000      25
  1039        2375    -0.04785    -1.82404     0.00000      14
  1040        2374    -0.06596    -2.69866     0.00000      17
  1041        2373    -0.08076    -2.42707     0.00000      12
  1042        2372    -0.07417    -2.63126     0.00000      12
  1043        2371    -0.05459    -2.69845     0.00000      16
  1044        2370    -0.06290    -2.69873     0.00000      17
  1045        2369    -0.05797    -2.67528     0.00000      20
  1046        2368    -0.06435    -2.20062     0.00000      23
  1047        2367    -0.04503    -2.63968     0.00000      24
  1048        2366    -0.06646    -2.67530     0.00000      14
  1049        2365    -0.05068    -1.97860     0.00000      16
  1050        2364    -0.04067    -2.69880     0.00000      17
  1051        2363    -0.06747    -2.67531     0.00000      19
  1052        2362    -0.04179    -2.69908     0.00000      21
  1053        2361    -0.06314    -2.44933     0.00000      23
  1054        2360    -0.07669    -2.69908     0.00000      19
  1055        2359    -0.04539    -2.03490     0.00000      24
  1056        2358    -0.03905    -1.69858     0.00000      30
  1057        2357    -0.05144    -2.64148     0.00000      19
  1058        2356    -0.09578    -2.77601     0.00000      14
  1059        2355    -0.05342    -2.39487     0.00000      20
  1060        2354    -0.03613    -1.82846     0.00000      16
  1061        2353    -0.04610    -2.42710     0.00000      19
  1062        2352    -0.03866    -1.86414     0.00000      20
  1063        2351    -0.05623    -2.03716     0.00000      14
  1064        2350    -0.07365    -2.77602     0.00000      21
  1065        2349    -0.06319    -2.77601     0.00000      17
  1066        2348    -0.05665    -2.03735     0.00000      16
  1067        2347    -0.05817    -2.42711     0.00000      17
  1068        2346    -0.06037    -2.69986     0.00000      24
  1069        2345    -0.04877    -2.77601     0.00000      20
  1070        2344    -0.06718    -2.58212     0.00000      15
  1071        2343    -0.05728    -2.64253     0.00000      22
  1072        2342    -0.04933    -2.45275     0.00000      16
  1073        2341    -0.06772    -2.77601     0.00000      16
  1074        2340    -0.05163    -2.09038     0.00000      19
  1075        2339    -0.08560    -2.69008     0.00000      16
  1076        2338    -0.05705    -2.69008     0.00000      15
  1077        2337    -0.08397    -2.77594     0.00000      11
  1078        2336    -0.07048    -2.69009     0.00000      18
  1079        2335    -0.09121    -2.70114     0.00000      15
  1080        2334    -0.04888    -2.70114     0.00000      17
  1081        2333    -0.08242    -2.58136     0.00000      18
  1082        2332    -0.05376    -2.58136     0.00000      24
  1083        2331    -0.04386    -2.03683     0.00000      20
  1084        2330    -0.06749    -2.64722     0.00000      22
  1085        2329    -0.05560    -2.77595     0.00000      19
  1086        2328    -0.06090    -2.77595     0.00000      19
  1087        2327    -0.06323    -2.69009     0.00000      12
  1088        2326    -0.07500    -2.77595     0.00000      13
  1089        2325    -0.07165    -2.69845     0.00000      17
  1090        2324    -0.05841    -2.40026     0.00000      15
  1091        2323    -0.05798    -2.58142     0.00000      24
  1092        2322    -0.08277    -2.21405     0.00000      15
  1093        2321    -0.04783    -2.40789     0.00000      13
  1094        2320    -0.06866    -2.69904     0.00000      11
  1095        2319    -0.04931    -2.64681     0.00000      20
  1096        2318    -0.08407    -2.77596     0.00000      11
  1097        2317    -0.03924    -2.03689     0.00000      13
  1098        2316    -0.06536    -2.64751     0.00000      18
